t	in	out	motor
18038.0	65.30	64.18	72.93
18040.0	65.41	64.18	73.85
18042.0	65.52	64.18	74.68
18044.0	65.63	64.20	75.43
18046.0	65.74	64.22	76.08
18048.0	65.84	64.25	76.65
18050.0	65.94	64.28	77.15
18052.0	66.03	64.33	77.58
18054.0	66.12	64.37	77.96
18056.0	66.20	64.43	78.29
18058.0	66.28	64.48	78.58
18060.0	66.36	64.54	78.83
18062.0	66.41	64.60	77.81
18064.0	66.39	64.66	76.51
18066.0	66.32	64.72	75.18
18068.0	66.23	64.77	73.91
18070.0	66.12	64.82	72.74
18072.0	66.01	64.85	71.69
18074.0	65.90	64.88	70.76
18076.0	65.80	64.89	69.94
18078.0	65.71	64.89	69.23
18080.0	65.62	64.89	68.62
18082.0	65.54	64.87	68.09
18084.0	65.46	64.85	67.66
18086.0	65.39	64.83	67.30
18088.0	65.33	64.79	66.99
18090.0	65.27	64.76	66.72
18092.0	65.22	64.72	66.96
18094.0	65.20	64.68	67.26
18096.0	65.19	64.64	67.68
18098.0	65.21	64.60	68.23
18100.0	65.24	64.56	68.86
18102.0	65.28	64.52	69.54
18104.0	65.33	64.49	70.22
18106.0	65.39	64.47	70.87
18108.0	65.45	64.45	71.47
18110.0	65.51	64.44	72.02
18112.0	65.56	64.43	72.50
18114.0	65.62	64.43	72.92
18116.0	65.67	64.44	73.30
18118.0	65.72	64.45	73.62
18120.0	65.76	64.46	73.90
18122.0	65.79	64.48	73.39
18124.0	65.77	64.50	72.64
18126.0	65.72	64.52	71.80
18128.0	65.64	64.53	70.97
18130.0	65.56	64.54	70.18
18132.0	65.46	64.55	69.46
18134.0	65.37	64.55	68.81
18136.0	65.29	64.54	68.23
18138.0	65.21	64.53	67.72
18140.0	65.13	64.51	67.27
18142.0	65.05	64.48	66.88
18144.0	64.98	64.45	66.54
18146.0	64.91	64.42	66.25
18148.0	64.85	64.38	66.01
18150.0	64.79	64.34	65.79
18152.0	64.73	64.29	65.60
18154.0	64.67	64.25	65.43
18156.0	64.61	64.20	65.28
18158.0	64.55	64.15	65.15
18160.0	64.49	64.10	65.03
18162.0	64.44	64.05	64.92
18164.0	64.38	64.00	64.82
18166.0	64.32	63.95	64.73
18168.0	64.27	63.89	64.64
18170.0	64.21	63.84	64.56
18172.0	64.16	63.79	64.48
18174.0	64.10	63.74	64.41
18176.0	64.04	63.68	64.34
18178.0	63.99	63.63	64.27
18180.0	63.93	63.58	64.21
18182.0	63.90	63.52	64.92
18184.0	63.91	63.47	65.69
18186.0	63.94	63.42	66.57
18188.0	64.00	63.38	67.56
18190.0	64.08	63.34	68.60
18192.0	64.17	63.30	69.64
18194.0	64.26	63.28	70.63
18196.0	64.36	63.27	71.54
18198.0	64.46	63.26	72.36
18200.0	64.55	63.26	73.09
18202.0	64.65	63.27	73.73
18204.0	64.74	63.29	74.29
18206.0	64.82	63.32	74.78
18208.0	64.90	63.35	75.20
18210.0	64.98	63.39	75.57
18212.0	65.05	63.43	75.91
18214.0	65.12	63.47	76.16
18216.0	65.19	63.52	76.36
18218.0	65.25	63.57	76.51
18220.0	65.32	63.62	76.64
18222.0	65.38	63.68	76.75
18224.0	65.43	63.73	76.84
18226.0	65.49	63.78	76.93
18228.0	65.55	63.84	77.01
18230.0	65.60	63.90	77.08
18232.0	65.66	63.95	77.15
18234.0	65.72	64.01	77.22
18236.0	65.78	64.06	77.29
18238.0	65.83	64.12	77.35
18240.0	65.89	64.18	77.42
18242.0	65.92	64.23	76.39
18244.0	65.89	64.29	75.20
18246.0	65.82	64.34	74.00
18248.0	65.74	64.38	72.86
18250.0	65.64	64.42	71.81
18252.0	65.54	64.45	70.87
18254.0	65.44	64.47	70.03
18256.0	65.35	64.47	69.29
18258.0	65.26	64.47	68.64
18260.0	65.18	64.47	68.07
18262.0	65.10	64.45	67.57
18264.0	65.03	64.43	67.14
18266.0	64.96	64.40	66.76
18268.0	64.89	64.37	66.44
18270.0	64.82	64.33	66.15
18272.0	64.76	64.29	65.96
18274.0	64.71	64.25	65.80
18276.0	64.65	64.21	65.65
18278.0	64.60	64.16	65.52
18280.0	64.54	64.11	65.40
18282.0	64.49	64.07	65.30
18284.0	64.44	64.02	65.20
18286.0	64.38	63.97	65.12
18288.0	64.33	63.92	65.03
18290.0	64.28	63.87	64.96
18292.0	64.23	63.82	64.88
18294.0	64.18	63.77	64.81
18296.0	64.12	63.72	64.75
18298.0	64.07	63.67	64.68
18300.0	64.02	63.62	64.62
18302.0	63.99	63.57	65.31
18304.0	64.00	63.52	66.06
18306.0	64.03	63.48	66.93
18308.0	64.09	63.43	67.90
18310.0	64.17	63.40	68.92
18312.0	64.26	63.37	69.94
18314.0	64.35	63.35	70.92
18316.0	64.45	63.33	71.81
18318.0	64.55	63.33	72.62
18320.0	64.65	63.33	73.34
18322.0	64.74	63.35	73.97
18324.0	64.83	63.37	74.52
18326.0	64.91	63.40	75.00
18328.0	64.99	63.43	75.41
18330.0	65.07	63.47	75.77
18332.0	65.12	63.51	75.39
18334.0	65.14	63.55	74.86
18336.0	65.13	63.60	74.30
18338.0	65.11	63.64	73.75
18340.0	65.08	63.68	73.24
18342.0	65.05	63.72	72.78
18344.0	65.02	63.75	72.36
18346.0	65.00	63.78	72.00
18348.0	64.97	63.80	71.68
18350.0	64.95	63.82	71.41
18352.0	64.93	63.84	71.17
18354.0	64.92	63.85	70.97
18356.0	64.90	63.86	70.80
18358.0	64.89	63.86	70.65
18360.0	64.88	63.86	70.53
18362.0	64.87	63.87	70.42
18364.0	64.86	63.87	70.28
18366.0	64.84	63.87	70.12
18368.0	64.83	63.86	69.96
18370.0	64.81	63.86	69.80
18372.0	64.79	63.86	69.66
18374.0	64.77	63.85	69.52
18376.0	64.75	63.84	69.40
18378.0	64.73	63.84	69.28
18380.0	64.70	63.83	69.18
18382.0	64.68	63.82	69.09
18384.0	64.66	63.81	69.01
18386.0	64.65	63.79	68.94
18388.0	64.63	63.78	68.87
18390.0	64.61	63.77	68.81
18392.0	64.59	63.75	68.67
18394.0	64.56	63.74	68.55
18396.0	64.54	63.72	68.45
18398.0	64.51	63.71	68.37
18400.0	64.49	63.69	68.30
18402.0	64.46	63.67	68.24
18404.0	64.44	63.66	68.19
18406.0	64.42	63.64	68.15
18408.0	64.40	63.62	68.11
18410.0	64.38	63.60	68.08
18412.0	64.35	63.58	68.05
18414.0	64.33	63.56	68.02
18416.0	64.31	63.54	67.99
18418.0	64.29	63.52	67.97
18420.0	64.27	63.50	67.94
18422.0	64.27	63.48	68.30
18424.0	64.28	63.46	68.70
18426.0	64.30	63.45	69.10
18428.0	64.33	63.43	69.48
18430.0	64.36	63.42	69.85
18432.0	64.40	63.41	70.18
18434.0	64.43	63.40	70.49
18436.0	64.46	63.40	70.75
18438.0	64.49	63.40	70.99
18440.0	64.52	63.40	71.20
18442.0	64.55	63.41	71.38
18444.0	64.57	63.41	71.54
18446.0	64.60	63.42	71.67
18448.0	64.62	63.43	71.79
18450.0	64.65	63.45	71.90
18452.0	64.66	63.46	71.56
18454.0	64.65	63.47	71.15
18456.0	64.62	63.49	70.70
18458.0	64.58	63.50	70.26
18460.0	64.54	63.51	69.85
18462.0	64.49	63.52	69.46
18464.0	64.45	63.52	69.11
18466.0	64.40	63.52	68.79
18468.0	64.36	63.51	68.51
18470.0	64.32	63.50	68.26
18472.0	64.28	63.49	68.03
18474.0	64.25	63.48	67.83
18476.0	64.21	63.46	67.66
18478.0	64.17	63.44	67.50
18480.0	64.14	63.42	67.36
18482.0	64.10	63.40	67.16
18484.0	64.07	63.38	66.98
18486.0	64.03	63.35	66.82
18488.0	63.99	63.33	66.68
18490.0	63.95	63.30	66.54
18492.0	63.91	63.27	66.43
18494.0	63.87	63.24	66.32
18496.0	63.83	63.21	66.22
18498.0	63.79	63.18	66.14
18500.0	63.76	63.15	66.05
18502.0	63.72	63.12	65.98
18504.0	63.68	63.09	65.91
18506.0	63.65	63.06	65.85
18508.0	63.61	63.02	65.79
18510.0	63.57	62.99	65.73
18512.0	63.57	62.96	66.79
18514.0	63.62	62.92	67.97
18516.0	63.72	62.89	69.22
18518.0	63.83	62.87	70.46
18520.0	63.95	62.86	71.66
18522.0	64.09	62.85	72.76
18524.0	64.22	62.86	73.76
18526.0	64.35	62.87	74.65
18528.0	64.48	62.90	75.43
18530.0	64.59	62.93	76.12
18532.0	64.71	62.97	76.71
18534.0	64.82	63.02	77.23
18536.0	64.92	63.08	77.68
18538.0	65.02	63.14	78.08
18540.0	65.12	63.21	78.43
18542.0	65.19	63.27	77.77
18544.0	65.21	63.35	77.03
18546.0	65.20	63.42	76.29
18548.0	65.18	63.48	75.60
18550.0	65.16	63.55	74.97
18552.0	65.13	63.60	74.42
18554.0	65.10	63.65	73.93
18556.0	65.08	63.70	73.52
18558.0	65.07	63.74	73.16
18560.0	65.06	63.77	72.85
18562.0	65.05	63.80	72.59
18564.0	65.04	63.82	72.37
18566.0	65.04	63.84	72.19
18568.0	65.04	63.86	72.03
18570.0	65.04	63.88	71.90
18572.0	65.03	63.89	71.58
18574.0	65.02	63.90	71.18
18576.0	64.99	63.91	70.76
18578.0	64.95	63.92	70.34
18580.0	64.91	63.93	69.94
18582.0	64.87	63.93	69.57
18584.0	64.82	63.93	69.24
18586.0	64.78	63.92	68.93
18588.0	64.73	63.91	68.66
18590.0	64.69	63.90	68.41
18592.0	64.65	63.88	68.19
18594.0	64.61	63.87	68.00
18596.0	64.58	63.85	67.83
18598.0	64.54	63.83	67.67
18600.0	64.50	63.80	67.54
18602.0	64.48	63.78	67.75
18604.0	64.47	63.76	68.02
18606.0	64.47	63.73	68.32
18608.0	64.49	63.71	68.64
18610.0	64.50	63.68	68.95
18612.0	64.52	63.67	69.25
18614.0	64.55	63.65	69.54
18616.0	64.57	63.63	69.79
18618.0	64.59	63.62	70.03
18620.0	64.61	63.62	70.23
18622.0	64.63	63.61	70.42
18624.0	64.64	63.61	70.57
18626.0	64.66	63.61	70.71
18628.0	64.67	63.61	70.83
18630.0	64.69	63.61	70.94
18632.0	64.71	63.61	71.33
18634.0	64.75	63.62	71.86
18636.0	64.81	63.62	72.45
18638.0	64.87	63.63	73.04
18640.0	64.95	63.65	73.61
18642.0	65.03	63.66	74.13
18644.0	65.11	63.69	74.60
18646.0	65.19	63.71	75.02
18648.0	65.26	63.74	75.39
18650.0	65.34	63.78	75.72
18652.0	65.41	63.82	76.01
18654.0	65.47	63.86	76.26
18656.0	65.54	63.90	76.48
18658.0	65.61	63.95	76.67
18660.0	65.67	64.00	76.85
18662.0	65.72	64.05	76.57
18664.0	65.75	64.10	76.17
18666.0	65.76	64.15	75.74
18668.0	65.75	64.20	75.32
18670.0	65.75	64.25	74.93
18672.0	65.74	64.29	74.58
18674.0	65.73	64.33	74.27
18676.0	65.72	64.36	74.00
18678.0	65.72	64.40	73.76
18680.0	65.72	64.43	73.57
18682.0	65.72	64.45	73.40
18684.0	65.72	64.47	73.26
18686.0	65.73	64.49	73.14
18688.0	65.73	64.51	73.04
18690.0	65.74	64.53	72.96
18692.0	65.76	64.55	73.46
18694.0	65.81	64.56	74.10
18696.0	65.89	64.58	74.79
18698.0	65.98	64.60	75.48
18700.0	66.07	64.62	76.13
18702.0	66.17	64.65	76.73
18704.0	66.27	64.68	77.26
18706.0	66.37	64.72	77.73
18708.0	66.47	64.76	78.15
18710.0	66.56	64.81	78.52
18712.0	66.64	64.86	78.84
18714.0	66.73	64.91	79.12
18716.0	66.81	64.97	79.37
18718.0	66.89	65.03	79.59
18720.0	66.97	65.09	79.79
18722.0	67.02	65.16	79.14
18724.0	67.03	65.22	78.31
18726.0	67.01	65.29	77.46
18728.0	66.98	65.35	76.64
18730.0	66.93	65.40	75.90
18732.0	66.88	65.45	75.22
18734.0	66.84	65.49	74.63
18736.0	66.80	65.52	74.10
18738.0	66.76	65.55	73.65
18740.0	66.73	65.57	73.26
18742.0	66.70	65.59	72.93
18744.0	66.67	65.60	72.64
18746.0	66.65	65.60	72.40
18748.0	66.63	65.61	72.19
18750.0	66.60	65.61	72.01
18752.0	66.61	65.60	72.71
18754.0	66.66	65.60	73.49
18756.0	66.73	65.60	74.29
18758.0	66.82	65.60	75.06
18760.0	66.91	65.61	75.78
18762.0	67.01	65.62	76.43
18764.0	67.11	65.64	77.01
18766.0	67.20	65.66	77.53
18768.0	67.29	65.69	77.99
18770.0	67.37	65.73	78.38
18772.0	67.45	65.77	78.73
18774.0	67.53	65.81	79.04
18776.0	67.60	65.86	79.30
18778.0	67.67	65.91	79.54
18780.0	67.74	65.96	79.75
18782.0	67.79	66.02	79.19
18784.0	67.81	66.07	78.52
18786.0	67.79	66.13	77.83
18788.0	67.76	66.18	77.17
18790.0	67.73	66.23	76.56
18792.0	67.69	66.27	76.01
18794.0	67.66	66.31	75.53
18796.0	67.63	66.34	75.10
18798.0	67.60	66.36	74.73
18800.0	67.57	66.38	74.41
18802.0	67.55	66.40	74.13
18804.0	67.53	66.41	73.90
18806.0	67.52	66.42	73.69
18808.0	67.50	66.42	73.52
18810.0	67.49	66.42	73.37
18812.0	67.46	66.43	72.81
18814.0	67.41	66.42	72.18
18816.0	67.35	66.42	71.55
18818.0	67.27	66.41	70.94
18820.0	67.19	66.40	70.38
18822.0	67.11	66.38	69.86
18824.0	67.03	66.36	69.40
18826.0	66.96	66.33	68.99
18828.0	66.88	66.30	68.62
18830.0	66.81	66.27	68.30
18832.0	66.74	66.23	68.02
18834.0	66.67	66.19	67.78
18836.0	66.60	66.14	67.57
18838.0	66.54	66.09	67.38
18840.0	66.48	66.05	67.22
18842.0	66.43	66.00	67.54
18844.0	66.41	65.94	67.91
18846.0	66.40	65.89	68.36
18848.0	66.41	65.85	68.91
18850.0	66.43	65.80	69.52
18852.0	66.46	65.76	70.18
18854.0	66.51	65.72	70.83
18856.0	66.55	65.69	71.45
18858.0	66.60	65.67	72.02
18860.0	66.65	65.65	72.54
18862.0	66.70	65.63	73.01
18864.0	66.75	65.63	73.42
18866.0	66.79	65.62	73.77
18868.0	66.83	65.62	74.08
18870.0	66.87	65.63	74.35
18872.0	66.90	65.64	74.56
18874.0	66.93	65.65	74.76
18876.0	66.97	65.67	74.94
18878.0	67.00	65.68	75.10
18880.0	67.03	65.70	75.24
18882.0	67.06	65.72	75.37
18884.0	67.09	65.74	75.49
18886.0	67.12	65.76	75.59
18888.0	67.15	65.78	75.68
18890.0	67.18	65.81	75.76
18892.0	67.21	65.83	75.84
18894.0	67.24	65.86	75.90
18896.0	67.27	65.88	75.96
18898.0	67.30	65.91	76.01
18900.0	67.33	65.93	76.06
18902.0	67.35	65.96	76.05
18904.0	67.38	65.98	76.02
18906.0	67.40	66.01	75.99
18908.0	67.42	66.04	75.96
18910.0	67.44	66.06	75.93
18912.0	67.46	66.09	75.90
18914.0	67.47	66.11	75.89
18916.0	67.49	66.14	75.87
18918.0	67.51	66.16	75.86
18920.0	67.53	66.18	75.86
18922.0	67.55	66.21	75.86
18924.0	67.57	66.23	75.86
18926.0	67.59	66.25	75.87
18928.0	67.61	66.27	75.87
18930.0	67.63	66.29	75.88
18932.0	67.65	66.31	75.80
18934.0	67.66	66.34	75.63
18936.0	67.67	66.36	75.41
18938.0	67.66	66.38	75.18
18940.0	67.65	66.39	74.96
18942.0	67.64	66.41	74.75
18944.0	67.63	66.43	74.56
18946.0	67.62	66.44	74.39
18948.0	67.61	66.45	74.24
18950.0	67.60	66.46	74.11
18952.0	67.60	66.47	74.00
18954.0	67.59	66.47	73.90
18956.0	67.58	66.48	73.81
18958.0	67.58	66.48	73.74
18960.0	67.57	66.48	73.68
18962.0	67.57	66.48	73.67
18964.0	67.57	66.48	73.71
18966.0	67.57	66.48	73.78
18968.0	67.58	66.49	73.86
18970.0	67.59	66.49	73.95
18972.0	67.60	66.49	74.04
18974.0	67.61	66.49	74.12
18976.0	67.62	66.49	74.19
18978.0	67.64	66.49	74.26
18980.0	67.65	66.50	74.32
18982.0	67.66	66.50	74.38
18984.0	67.67	66.51	74.42
18986.0	67.68	66.51	74.47
18988.0	67.69	66.52	74.50
18990.0	67.70	66.52	74.54
18992.0	67.71	66.53	74.85
18994.0	67.74	66.54	75.14
18996.0	67.78	66.55	75.41
18998.0	67.82	66.56	75.66
19000.0	67.86	66.57	75.88
19002.0	67.90	66.58	76.07
19004.0	67.93	66.60	76.24
19006.0	67.97	66.61	76.39
19008.0	68.00	66.63	76.53
19010.0	68.04	66.65	76.65
19012.0	68.07	66.68	76.75
19014.0	68.10	66.70	76.84
19016.0	68.13	66.72	76.92
19018.0	68.16	66.75	77.00
19020.0	68.19	66.77	77.06
19022.0	68.20	66.80	76.40
19024.0	68.17	66.82	75.64
19026.0	68.12	66.85	74.87
19028.0	68.06	66.87	74.14
19030.0	67.99	66.88	73.46
19032.0	67.91	66.89	72.84
19034.0	67.84	66.89	72.29
19036.0	67.77	66.89	71.79
19038.0	67.70	66.88	71.35
19040.0	67.64	66.87	70.96
19042.0	67.58	66.85	70.62
19044.0	67.52	66.82	70.31
19046.0	67.46	66.79	70.04
19048.0	67.41	66.76	69.80
19050.0	67.35	66.73	69.58
19052.0	67.32	66.70	70.14
19054.0	67.33	66.66	70.90
19056.0	67.38	66.62	71.83
19058.0	67.45	66.59	72.85
19060.0	67.54	66.57	73.86
19062.0	67.64	66.55	74.84
19064.0	67.74	66.54	75.73
19066.0	67.84	66.53	76.54
19068.0	67.94	66.54	77.25
19070.0	68.04	66.55	77.87
19072.0	68.13	66.58	78.42
19074.0	68.21	66.60	78.89
19076.0	68.29	66.64	79.29
19078.0	68.37	66.68	79.65
19080.0	68.45	66.72	79.95
19082.0	68.49	66.77	79.29
19084.0	68.49	66.82	78.34
19086.0	68.44	66.86	77.33
19088.0	68.38	66.91	76.33
19090.0	68.30	66.95	75.40
19092.0	68.21	66.98	74.55
19094.0	68.13	67.00	73.78
19096.0	68.05	67.01	73.10
19098.0	67.97	67.02	72.49
19100.0	67.90	67.02	71.96
19102.0	67.83	67.01	71.49
19104.0	67.76	67.00	71.08
19106.0	67.70	66.98	70.72
19108.0	67.64	66.95	70.40
19110.0	67.59	66.92	70.12
19112.0	67.55	66.89	70.54
19114.0	67.55	66.86	71.06
19116.0	67.57	66.83	71.67
19118.0	67.61	66.80	72.33
19120.0	67.66	66.77	72.99
19122.0	67.72	66.75	73.63
19124.0	67.79	66.73	74.22
19126.0	67.85	66.72	74.77
19128.0	67.90	66.71	75.26
19130.0	67.96	66.71	75.69
19132.0	68.01	66.72	76.07
19134.0	68.06	66.73	76.39
19136.0	68.11	66.74	76.68
19138.0	68.16	66.76	76.93
19140.0	68.20	66.78	77.15
19142.0	68.22	66.80	76.51
19144.0	68.20	66.83	75.71
19146.0	68.15	66.85	74.87
19148.0	68.07	66.87	74.05
19150.0	67.99	66.89	73.28
19152.0	67.90	66.90	72.58
19154.0	67.82	66.90	71.94
19156.0	67.74	66.89	71.37
19158.0	67.66	66.88	70.86
19160.0	67.58	66.87	70.41
19162.0	67.51	66.84	70.01
19164.0	67.44	66.81	69.66
19166.0	67.38	66.78	69.34
19168.0	67.31	66.75	69.06
19170.0	67.25	66.71	68.82
19172.0	67.20	66.67	69.09
19174.0	67.18	66.62	69.45
19176.0	67.18	66.58	69.88
19178.0	67.19	66.54	70.37
19180.0	67.21	66.50	70.90
19182.0	67.24	66.46	71.44
19184.0	67.28	66.43	71.96
19186.0	67.32	66.41	72.45
19188.0	67.36	66.39	72.90
19190.0	67.40	66.37	73.30
19192.0	67.43	66.36	73.66
19194.0	67.47	66.35	73.97
19196.0	67.50	66.35	74.24
19198.0	67.53	66.35	74.48
19200.0	67.55	66.35	74.68
19202.0	67.57	66.36	74.43
19204.0	67.56	66.37	74.04
19206.0	67.53	66.37	73.60
19208.0	67.49	66.38	73.14
19210.0	67.44	66.39	72.70
19212.0	67.39	66.39	72.29
19214.0	67.33	66.39	71.91
19216.0	67.28	66.38	71.57
19218.0	67.23	66.37	71.26
19220.0	67.18	66.36	70.98
19222.0	67.14	66.34	70.73
19224.0	67.09	66.32	70.50
19226.0	67.05	66.30	70.30
19228.0	67.00	66.28	70.13
19230.0	66.96	66.25	69.97
19232.0	66.95	66.22	70.88
19234.0	67.00	66.19	71.99
19236.0	67.09	66.17	73.22
19238.0	67.20	66.15	74.50
19240.0	67.33	66.14	75.74
19242.0	67.47	66.13	76.89
19244.0	67.61	66.14	77.94
19246.0	67.75	66.16	78.88
19248.0	67.88	66.18	79.70
19250.0	68.01	66.22	80.42
19252.0	68.13	66.27	81.05
19254.0	68.24	66.32	81.60
19256.0	68.35	66.38	82.07
19258.0	68.46	66.44	82.49
19260.0	68.57	66.51	82.85
19262.0	68.64	66.59	82.02
19264.0	68.65	66.66	81.00
19266.0	68.62	66.74	79.96
19268.0	68.57	66.81	78.96
19270.0	68.51	66.87	78.05
19272.0	68.45	66.93	77.23
19274.0	68.39	66.97	76.51
19276.0	68.34	67.01	75.87
19278.0	68.29	67.04	75.32
19280.0	68.24	67.06	74.85
19282.0	68.21	67.08	74.43
19284.0	68.17	67.09	74.08
19286.0	68.14	67.10	73.78
19288.0	68.11	67.10	73.52
19290.0	68.08	67.09	73.30
19292.0	68.05	67.09	72.84
19294.0	68.00	67.08	72.33
19296.0	67.94	67.07	71.83
19298.0	67.87	67.06	71.34
19300.0	67.80	67.04	70.89
19302.0	67.73	67.02	70.47
19304.0	67.66	66.99	70.09
19306.0	67.59	66.96	69.74
19308.0	67.53	66.93	69.43
19310.0	67.46	66.89	69.15
19312.0	67.39	66.85	68.89
19314.0	67.33	66.81	68.66
19316.0	67.26	66.77	68.45
19318.0	67.20	66.72	68.27
19320.0	67.14	66.67	68.10
19322.0	67.08	66.62	67.98
19324.0	67.02	66.57	67.87
19326.0	66.96	66.52	67.76
19328.0	66.91	66.47	67.67
19330.0	66.85	66.42	67.58
19332.0	66.79	66.37	67.50
19334.0	66.74	66.31	67.42
19336.0	66.68	66.26	67.35
19338.0	66.63	66.21	67.27
19340.0	66.57	66.15	67.20
19342.0	66.52	66.10	67.14
19344.0	66.46	66.04	67.07
19346.0	66.41	65.99	67.01
19348.0	66.35	65.94	66.95
19350.0	66.30	65.88	66.89
19352.0	66.24	65.83	66.85
19354.0	66.19	65.78	66.83
19356.0	66.14	65.72	66.83
19358.0	66.09	65.67	66.85
19360.0	66.05	65.62	66.89
19362.0	66.00	65.56	66.95
19364.0	65.96	65.51	67.02
19366.0	65.93	65.46	67.10
19368.0	65.89	65.41	67.19
19370.0	65.86	65.36	67.27
19372.0	65.82	65.31	67.35
19374.0	65.79	65.27	67.42
19376.0	65.76	65.22	67.49
19378.0	65.73	65.18	67.55
19380.0	65.70	65.14	67.60
19382.0	65.68	65.09	68.09
19384.0	65.68	65.05	68.65
19386.0	65.70	65.02	69.24
19388.0	65.74	64.98	69.83
19390.0	65.78	64.95	70.40
19392.0	65.82	64.93	70.92
19394.0	65.86	64.91	71.40
19396.0	65.91	64.89	71.83
19398.0	65.95	64.88	72.21
19400.0	65.98	64.88	72.54
19402.0	66.02	64.88	72.82
19404.0	66.05	64.88	73.07
19406.0	66.08	64.88	73.28
19408.0	66.11	64.89	73.47
19410.0	66.14	64.90	73.63
19412.0	66.17	64.92	74.01
19414.0	66.22	64.93	74.43
19416.0	66.28	64.95	74.85
19418.0	66.34	64.97	75.24
19420.0	66.40	64.99	75.61
19422.0	66.46	65.01	75.94
19424.0	66.52	65.04	76.23
19426.0	66.58	65.07	76.49
19428.0	66.64	65.11	76.72
19430.0	66.70	65.14	76.92
19432.0	66.76	65.18	77.10
19434.0	66.81	65.22	77.26
19436.0	66.87	65.26	77.41
19438.0	66.92	65.31	77.53
19440.0	66.97	65.35	77.65
19442.0	67.01	65.39	77.30
19444.0	67.03	65.44	76.89
19446.0	67.03	65.48	76.48
19448.0	67.02	65.53	76.10
19450.0	67.01	65.56	75.75
19452.0	67.00	65.60	75.43
19454.0	66.99	65.63	75.16
19456.0	66.98	65.66	74.92
19458.0	66.98	65.69	74.72
19460.0	66.98	65.71	74.55
19462.0	66.98	65.73	74.40
19464.0	66.98	65.75	74.28
19466.0	66.98	65.76	74.18
19468.0	66.98	65.78	74.10
19470.0	66.99	65.79	74.03
19472.0	66.99	65.80	74.13
19474.0	67.01	65.81	74.18
19476.0	67.02	65.83	74.20
19478.0	67.04	65.84	74.20
19480.0	67.05	65.85	74.19
19482.0	67.06	65.86	74.18
19484.0	67.07	65.87	74.16
19486.0	67.08	65.88	74.14
19488.0	67.09	65.89	74.13
19490.0	67.10	65.90	74.12
19492.0	67.10	65.91	74.11
19494.0	67.11	65.92	74.10
19496.0	67.12	65.93	74.09
19498.0	67.13	65.94	74.09
19500.0	67.13	65.95	74.08
19502.0	67.14	65.96	74.16
19504.0	67.16	65.97	74.34
19506.0	67.19	65.98	74.57
19508.0	67.22	65.99	74.82
19510.0	67.25	66.00	75.07
19512.0	67.29	66.01	75.31
19514.0	67.33	66.03	75.52
19516.0	67.37	66.04	75.72
19518.0	67.41	66.06	75.90
19520.0	67.45	66.08	76.06
19522.0	67.49	66.10	76.20
19524.0	67.52	66.13	76.32
19526.0	67.56	66.15	76.43
19528.0	67.59	66.18	76.53
19530.0	67.63	66.20	76.62
19532.0	67.65	66.23	76.13
19534.0	67.63	66.26	75.49
19536.0	67.60	66.28	74.81
19538.0	67.55	66.31	74.14
19540.0	67.49	66.32	73.52
19542.0	67.43	66.34	72.94
19544.0	67.36	66.35	72.42
19546.0	67.30	66.35	71.95
19548.0	67.24	66.35	71.54
19550.0	67.19	66.34	71.17
19552.0	67.14	66.33	70.85
19554.0	67.09	66.31	70.56
19556.0	67.04	66.29	70.31
19558.0	66.99	66.27	70.09
19560.0	66.95	66.24	69.90
19562.0	66.90	66.21	69.72
19564.0	66.86	66.18	69.55
19566.0	66.81	66.15	69.39
19568.0	66.77	66.12	69.25
19570.0	66.72	66.09	69.12
19572.0	66.68	66.05	69.00
19574.0	66.64	66.02	68.89
19576.0	66.59	65.98	68.78
19578.0	66.55	65.94	68.69
19580.0	66.50	65.91	68.60
19582.0	66.46	65.87	68.52
19584.0	66.42	65.83	68.44
19586.0	66.38	65.79	68.37
19588.0	66.33	65.75	68.31
19590.0	66.29	65.71	68.24
19592.0	66.26	65.67	68.57
19594.0	66.25	65.63	68.91
19596.0	66.25	65.60	69.26
19598.0	66.25	65.56	69.61
19600.0	66.26	65.53	69.93
19602.0	66.28	65.50	70.24
19604.0	66.29	65.47	70.52
19606.0	66.30	65.44	70.77
19608.0	66.31	65.42	70.99
19610.0	66.32	65.40	71.19
19612.0	66.33	65.39	71.36
19614.0	66.34	65.38	71.51
19616.0	66.34	65.36	71.64
19618.0	66.35	65.36	71.75
19620.0	66.35	65.35	71.84
19622.0	66.34	65.34	71.53
19624.0	66.31	65.34	71.19
19626.0	66.28	65.33	70.85
19628.0	66.23	65.32	70.52
19630.0	66.18	65.31	70.22
19632.0	66.13	65.30	69.93
19634.0	66.09	65.29	69.68
19636.0	66.04	65.27	69.45
19638.0	65.99	65.25	69.24
19640.0	65.95	65.23	69.05
19642.0	65.91	65.20	68.88
19644.0	65.87	65.18	68.73
19646.0	65.83	65.15	68.60
19648.0	65.79	65.12	68.47
19650.0	65.75	65.09	68.36
19652.0	65.72	65.06	68.75
19654.0	65.72	65.03	69.28
19656.0	65.75	65.00	69.91
19658.0	65.79	64.97	70.58
19660.0	65.85	64.95	71.24
19662.0	65.91	64.93	71.87
19664.0	65.97	64.91	72.45
19666.0	66.03	64.91	72.97
19668.0	66.09	64.91	73.44
19670.0	66.14	64.91	73.84
19672.0	66.20	64.92	74.19
19674.0	66.25	64.93	74.50
19676.0	66.29	64.95	74.76
19678.0	66.34	64.97	74.99
19680.0	66.38	64.99	75.19
19682.0	66.42	65.01	75.25
