t	in	out	motor
12710.0	70.16	68.84	77.97
12712.0	70.15	68.86	77.79
12714.0	70.15	68.88	77.63
12716.0	70.15	68.89	77.50
12718.0	70.14	68.90	77.39
12720.0	70.14	68.91	77.30
12722.0	70.15	68.92	77.34
12724.0	70.15	68.93	77.43
12726.0	70.17	68.94	77.53
12728.0	70.19	68.94	77.65
12730.0	70.21	68.95	77.77
12732.0	70.23	68.96	77.88
12734.0	70.25	68.97	77.98
12736.0	70.27	68.98	78.08
12738.0	70.30	68.99	78.16
12740.0	70.32	69.00	78.23
12742.0	70.34	69.01	78.30
12744.0	70.35	69.03	78.36
12746.0	70.37	69.04	78.41
12748.0	70.39	69.05	78.46
12750.0	70.41	69.07	78.50
12752.0	70.44	69.08	79.12
12754.0	70.51	69.10	79.79
12756.0	70.59	69.12	80.46
12758.0	70.67	69.14	81.08
12760.0	70.77	69.17	81.64
12762.0	70.86	69.20	82.15
12764.0	70.95	69.23	82.60
12766.0	71.04	69.27	83.00
12768.0	71.13	69.32	83.35
12770.0	71.21	69.36	83.66
12772.0	71.29	69.42	83.93
12774.0	71.36	69.47	84.16
12776.0	71.44	69.53	84.37
12778.0	71.51	69.59	84.56
12780.0	71.58	69.65	84.73
12782.0	71.65	69.71	84.62
12784.0	71.70	69.77	84.46
12786.0	71.74	69.83	84.29
12788.0	71.78	69.90	84.11
12790.0	71.81	69.96	83.96
12792.0	71.85	70.01	83.83
12794.0	71.88	70.07	83.72
12796.0	71.91	70.13	83.62
12798.0	71.95	70.18	83.55
12800.0	71.99	70.23	83.50
12802.0	72.03	70.28	83.46
12804.0	72.07	70.33	83.43
12806.0	72.11	70.38	83.41
12808.0	72.15	70.42	83.41
12810.0	72.19	70.47	83.41
12812.0	72.21	70.51	82.85
12814.0	72.21	70.56	82.23
12816.0	72.19	70.60	81.60
12818.0	72.16	70.64	81.02
12820.0	72.12	70.67	80.49
12822.0	72.09	70.70	80.01
12824.0	72.05	70.72	79.59
12826.0	72.02	70.74	79.22
12828.0	71.99	70.76	78.91
12830.0	71.96	70.76	78.63
12832.0	71.94	70.77	78.40
12834.0	71.92	70.77	78.19
12836.0	71.90	70.77	78.02
12838.0	71.88	70.77	77.87
12840.0	71.86	70.77	77.75
12842.0	71.85	70.76	78.02
12844.0	71.87	70.75	78.41
12846.0	71.90	70.75	78.85
12848.0	71.94	70.74	79.30
12850.0	71.99	70.74	79.73
12852.0	72.04	70.74	80.13
12854.0	72.09	70.74	80.49
12856.0	72.14	70.75	80.81
12858.0	72.19	70.76	81.10
12860.0	72.23	70.78	81.34
12862.0	72.28	70.80	81.56
12864.0	72.32	70.82	81.75
12866.0	72.36	70.84	81.91
12868.0	72.40	70.86	82.06
12870.0	72.44	70.89	82.18
12872.0	72.46	70.92	81.70
12874.0	72.44	70.94	81.00
12876.0	72.40	70.97	80.23
12878.0	72.35	70.99	79.47
12880.0	72.28	71.01	78.75
12882.0	72.20	71.03	78.08
12884.0	72.13	71.03	77.48
12886.0	72.05	71.03	76.94
12888.0	71.98	71.03	76.46
12890.0	71.92	71.02	76.03
12892.0	71.85	71.00	75.65
12894.0	71.79	70.98	75.32
12896.0	71.74	70.95	75.02
12898.0	71.68	70.92	74.76
12900.0	71.62	70.89	74.53
12902.0	71.56	70.86	74.19
12904.0	71.50	70.82	73.85
12906.0	71.43	70.78	73.51
12908.0	71.36	70.74	73.20
12910.0	71.29	70.70	72.90
12912.0	71.21	70.65	72.63
12914.0	71.14	70.60	72.40
12916.0	71.07	70.55	72.21
12918.0	71.00	70.50	72.06
12920.0	70.94	70.45	71.92
12922.0	70.87	70.39	71.79
12924.0	70.81	70.33	71.67
12926.0	70.75	70.28	71.57
12928.0	70.68	70.22	71.47
12930.0	70.62	70.16	71.37
12932.0	70.58	70.10	71.79
12934.0	70.55	70.05	72.23
12936.0	70.55	69.99	72.71
12938.0	70.55	69.93	73.26
12940.0	70.57	69.88	73.87
12942.0	70.60	69.84	74.50
12944.0	70.64	69.80	75.12
12946.0	70.68	69.76	75.72
12948.0	70.72	69.73	76.27
12950.0	70.76	69.71	76.78
12952.0	70.81	69.69	77.23
12954.0	70.85	69.68	77.62
12956.0	70.88	69.67	77.97
12958.0	70.92	69.67	78.27
12960.0	70.95	69.67	78.53
12962.0	70.97	69.68	78.53
12964.0	70.98	69.68	78.45
12966.0	70.99	69.69	78.34
12968.0	70.98	69.70	78.22
12970.0	70.97	69.71	78.09
12972.0	70.96	69.72	77.97
12974.0	70.95	69.73	77.86
12976.0	70.94	69.73	77.76
12978.0	70.94	69.74	77.67
12980.0	70.93	69.74	77.59
12982.0	70.92	69.75	77.52
12984.0	70.92	69.75	77.46
12986.0	70.91	69.75	77.40
12988.0	70.90	69.75	77.36
12990.0	70.90	69.75	77.32
12992.0	70.92	69.75	78.04
12994.0	70.97	69.75	78.89
12996.0	71.05	69.75	79.77
12998.0	71.15	69.76	80.63
13000.0	71.26	69.77	81.44
13002.0	71.37	69.79	82.17
13004.0	71.47	69.81	82.83
13006.0	71.58	69.84	83.41
13008.0	71.68	69.88	83.92
13010.0	71.77	69.92	84.36
13012.0	71.87	69.97	84.75
13014.0	71.96	70.02	85.10
13016.0	72.04	70.08	85.39
13018.0	72.13	70.14	85.66
13020.0	72.21	70.20	85.89
13022.0	72.28	70.27	85.59
13024.0	72.32	70.34	85.17
13026.0	72.34	70.40	84.72
13028.0	72.35	70.47	84.29
13030.0	72.35	70.53	83.89
13032.0	72.35	70.58	83.54
13034.0	72.36	70.64	83.23
13036.0	72.37	70.69	82.96
13038.0	72.37	70.73	82.73
13040.0	72.39	70.78	82.54
13042.0	72.40	70.81	82.38
13044.0	72.42	70.85	82.25
13046.0	72.43	70.88	82.15
13048.0	72.45	70.92	82.06
13050.0	72.47	70.95	81.99
13052.0	72.47	70.98	81.23
13054.0	72.44	71.00	80.40
13056.0	72.38	71.03	79.59
13058.0	72.31	71.05	78.82
13060.0	72.24	71.06	78.12
13062.0	72.16	71.07	77.49
13064.0	72.08	71.07	76.92
13066.0	72.01	71.06	76.41
13068.0	71.94	71.05	75.97
13070.0	71.88	71.03	75.57
13072.0	71.81	71.01	75.23
13074.0	71.75	70.98	74.92
13076.0	71.69	70.95	74.65
13078.0	71.64	70.92	74.41
13080.0	71.58	70.88	74.20
13082.0	71.54	70.85	74.52
13084.0	71.53	70.81	74.92
13086.0	71.53	70.77	75.36
13088.0	71.55	70.73	75.82
13090.0	71.57	70.70	76.27
13092.0	71.60	70.67	76.70
13094.0	71.63	70.64	77.10
13096.0	71.66	70.62	77.46
13098.0	71.68	70.60	77.78
13100.0	71.71	70.58	78.06
13102.0	71.73	70.57	78.31
13104.0	71.75	70.57	78.52
13106.0	71.77	70.56	78.71
13108.0	71.79	70.56	78.87
13110.0	71.80	70.56	79.00
13112.0	71.81	70.56	78.71
13114.0	71.79	70.57	78.33
13116.0	71.76	70.57	77.91
13118.0	71.71	70.57	77.50
13120.0	71.66	70.57	77.10
13122.0	71.61	70.57	76.73
13124.0	71.56	70.56	76.39
13126.0	71.51	70.55	76.09
13128.0	71.46	70.54	75.81
13130.0	71.41	70.52	75.57
13132.0	71.37	70.50	75.35
13134.0	71.32	70.48	75.15
13136.0	71.28	70.45	74.97
13138.0	71.24	70.42	74.82
13140.0	71.19	70.40	74.68
13142.0	71.16	70.37	74.82
13144.0	71.14	70.34	75.00
13146.0	71.13	70.31	75.20
13148.0	71.13	70.28	75.41
13150.0	71.13	70.25	75.62
13152.0	71.13	70.22	75.82
13154.0	71.13	70.20	76.01
13156.0	71.14	70.17	76.18
13158.0	71.14	70.15	76.33
13160.0	71.14	70.13	76.46
13162.0	71.14	70.12	76.58
13164.0	71.14	70.10	76.68
13166.0	71.14	70.09	76.76
13168.0	71.14	70.08	76.84
13170.0	71.13	70.07	76.90
13172.0	71.12	70.06	76.55
13174.0	71.08	70.05	76.18
13176.0	71.04	70.04	75.82
13178.0	70.99	70.02	75.47
13180.0	70.93	70.01	75.14
13182.0	70.88	69.99	74.84
13184.0	70.82	69.97	74.57
13186.0	70.77	69.95	74.32
13188.0	70.72	69.93	74.10
13190.0	70.67	69.90	73.90
13192.0	70.62	69.87	73.72
13194.0	70.57	69.84	73.56
13196.0	70.53	69.80	73.42
13198.0	70.48	69.77	73.29
13200.0	70.43	69.73	73.17
13202.0	70.39	69.70	73.00
13204.0	70.34	69.66	72.79
13206.0	70.28	69.62	72.56
13208.0	70.22	69.58	72.31
13210.0	70.16	69.54	72.08
13212.0	70.09	69.50	71.85
13214.0	70.03	69.45	71.63
13216.0	69.96	69.41	71.43
13218.0	69.90	69.36	71.24
13220.0	69.83	69.31	71.06
13222.0	69.77	69.26	70.89
13224.0	69.70	69.21	70.74
13226.0	69.64	69.16	70.60
13228.0	69.58	69.10	70.46
13230.0	69.51	69.05	70.34
13232.0	69.48	68.99	71.23
13234.0	69.50	68.94	72.19
13236.0	69.55	68.89	73.26
13238.0	69.63	68.84	74.44
13240.0	69.73	68.80	75.65
13242.0	69.84	68.77	76.84
13244.0	69.95	68.75	77.95
13246.0	70.07	68.74	78.97
13248.0	70.19	68.74	79.88
13250.0	70.30	68.75	80.69
13252.0	70.41	68.77	81.39
13254.0	70.51	68.80	82.00
13256.0	70.61	68.84	82.54
13258.0	70.70	68.88	83.00
13260.0	70.79	68.93	83.40
13262.0	70.85	68.98	82.76
13264.0	70.86	69.04	81.98
13266.0	70.84	69.09	81.18
13268.0	70.80	69.14	80.42
13270.0	70.75	69.19	79.72
13272.0	70.70	69.23	79.09
13274.0	70.65	69.27	78.54
13276.0	70.61	69.30	78.05
13278.0	70.57	69.32	77.63
13280.0	70.54	69.33	77.26
13282.0	70.51	69.35	76.95
13284.0	70.48	69.35	76.68
13286.0	70.46	69.36	76.45
13288.0	70.43	69.36	76.25
13290.0	70.41	69.35	76.08
13292.0	70.40	69.35	76.42
13294.0	70.42	69.34	76.80
13296.0	70.45	69.34	77.20
13298.0	70.49	69.33	77.59
13300.0	70.54	69.33	77.96
13302.0	70.58	69.33	78.30
13304.0	70.63	69.33	78.60
13306.0	70.67	69.34	78.87
13308.0	70.71	69.35	79.11
13310.0	70.75	69.36	79.32
13312.0	70.78	69.38	79.50
13314.0	70.82	69.39	79.66
13316.0	70.85	69.41	79.80
13318.0	70.89	69.43	79.93
13320.0	70.92	69.46	80.03
13322.0	70.95	69.48	80.26
13324.0	71.00	69.50	80.59
13326.0	71.05	69.53	80.97
13328.0	71.11	69.56	81.36
13330.0	71.18	69.59	81.72
13332.0	71.25	69.62	82.07
13334.0	71.32	69.65	82.37
13336.0	71.39	69.69	82.65
13338.0	71.45	69.73	82.90
13340.0	71.52	69.77	83.12
13342.0	71.58	69.82	83.31
13344.0	71.65	69.86	83.48
13346.0	71.71	69.91	83.64
13348.0	71.77	69.96	83.78
13350.0	71.83	70.01	83.90
13352.0	71.87	70.06	83.19
13354.0	71.86	70.12	82.25
13356.0	71.81	70.16	81.25
13358.0	71.75	70.21	80.29
13360.0	71.68	70.25	79.39
13362.0	71.60	70.28	78.57
13364.0	71.52	70.30	77.84
13366.0	71.45	70.32	77.19
13368.0	71.37	70.32	76.61
13370.0	71.31	70.32	76.11
13372.0	71.24	70.32	75.67
13374.0	71.19	70.30	75.28
13376.0	71.13	70.29	74.94
13378.0	71.07	70.26	74.65
13380.0	71.02	70.24	74.39
13382.0	70.97	70.21	74.11
13384.0	70.92	70.18	73.85
13386.0	70.86	70.15	73.61
13388.0	70.80	70.11	73.39
13390.0	70.75	70.08	73.18
13392.0	70.69	70.04	72.99
13394.0	70.64	70.00	72.82
13396.0	70.58	69.95	72.66
13398.0	70.53	69.91	72.51
13400.0	70.47	69.87	72.37
13402.0	70.42	69.82	72.25
13404.0	70.36	69.78	72.13
13406.0	70.31	69.73	72.02
13408.0	70.25	69.68	71.92
13410.0	70.20	69.63	71.82
13412.0	70.15	69.59	71.79
13414.0	70.10	69.54	71.77
13416.0	70.05	69.49	71.76
13418.0	70.01	69.44	71.75
13420.0	69.96	69.39	71.74
13422.0	69.92	69.34	71.74
13424.0	69.88	69.29	71.73
13426.0	69.83	69.25	71.72
13428.0	69.79	69.20	71.71
13430.0	69.75	69.15	71.70
13432.0	69.71	69.11	71.68
13434.0	69.66	69.06	71.67
13436.0	69.62	69.02	71.65
13438.0	69.58	68.97	71.63
13440.0	69.54	68.93	71.60
13442.0	69.51	68.88	72.11
13444.0	69.51	68.84	72.79
13446.0	69.54	68.80	73.58
13448.0	69.60	68.76	74.44
13450.0	69.66	68.73	75.29
13452.0	69.74	68.70	76.10
13454.0	69.81	68.68	76.85
13456.0	69.89	68.67	77.51
13458.0	69.96	68.67	78.10
13460.0	70.03	68.67	78.62
13462.0	70.10	68.68	79.07
13464.0	70.16	68.69	79.46
13466.0	70.22	68.71	79.79
13468.0	70.27	68.74	80.08
13470.0	70.33	68.76	80.33
13472.0	70.36	68.79	79.99
13474.0	70.37	68.83	79.47
13476.0	70.35	68.86	78.91
13478.0	70.32	68.89	78.35
13480.0	70.28	68.92	77.82
13482.0	70.23	68.94	77.33
13484.0	70.19	68.96	76.89
13486.0	70.15	68.97	76.50
13488.0	70.11	68.98	76.16
13490.0	70.07	68.99	75.86
13492.0	70.04	68.99	75.61
13494.0	70.01	68.98	75.38
13496.0	69.98	68.98	75.19
13498.0	69.95	68.97	75.02
13500.0	69.92	68.96	74.87
13502.0	69.91	68.95	75.16
13504.0	69.92	68.93	75.51
13506.0	69.94	68.92	75.88
13508.0	69.97	68.91	76.24
13510.0	70.01	68.90	76.59
13512.0	70.04	68.89	76.91
13514.0	70.08	68.89	77.20
13516.0	70.11	68.89	77.46
13518.0	70.15	68.89	77.69
13520.0	70.18	68.89	77.89
13522.0	70.21	68.90	78.06
13524.0	70.23	68.91	78.22
13526.0	70.26	68.92	78.35
13528.0	70.29	68.94	78.46
13530.0	70.31	68.95	78.56
13532.0	70.33	68.97	78.57
13534.0	70.35	68.98	78.62
13536.0	70.37	69.00	78.69
13538.0	70.39	69.02	78.76
13540.0	70.41	69.04	78.84
13542.0	70.44	69.05	78.92
13544.0	70.46	69.07	78.99
13546.0	70.49	69.09	79.05
13548.0	70.51	69.11	79.12
13550.0	70.53	69.13	79.17
13552.0	70.56	69.15	79.22
13554.0	70.58	69.17	79.27
13556.0	70.61	69.19	79.32
13558.0	70.63	69.21	79.36
13560.0	70.65	69.24	79.39
13562.0	70.66	69.26	78.93
13564.0	70.65	69.28	78.31
13566.0	70.61	69.30	77.64
13568.0	70.55	69.31	76.97
13570.0	70.49	69.33	76.34
13572.0	70.42	69.33	75.76
13574.0	70.35	69.34	75.24
13576.0	70.28	69.33	74.76
13578.0	70.22	69.32	74.34
13580.0	70.16	69.31	73.96
13582.0	70.10	69.29	73.63
13584.0	70.04	69.27	73.33
13586.0	69.99	69.24	73.07
13588.0	69.93	69.21	72.84
13590.0	69.88	69.18	72.63
13592.0	69.83	69.15	72.44
13594.0	69.78	69.11	72.29
13596.0	69.73	69.07	72.16
13598.0	69.68	69.03	72.05
13600.0	69.64	68.99	71.96
13602.0	69.59	68.95	71.89
13604.0	69.55	68.91	71.82
13606.0	69.50	68.87	71.76
13608.0	69.46	68.83	71.71
13610.0	69.42	68.79	71.66
13612.0	69.38	68.75	71.61
13614.0	69.34	68.70	71.57
13616.0	69.29	68.66	71.53
13618.0	69.25	68.62	71.49
13620.0	69.21	68.58	71.45
13622.0	69.17	68.54	71.53
13624.0	69.14	68.50	71.68
13626.0	69.12	68.46	71.85
13628.0	69.10	68.42	72.05
13630.0	69.09	68.38	72.25
13632.0	69.08	68.34	72.45
13634.0	69.07	68.30	72.63
13636.0	69.06	68.27	72.80
13638.0	69.06	68.24	72.95
13640.0	69.05	68.21	73.08
13642.0	69.04	68.19	73.19
13644.0	69.03	68.16	73.28
13646.0	69.02	68.14	73.36
13648.0	69.01	68.12	73.43
13650.0	68.99	68.09	73.49
13652.0	68.98	68.07	73.51
13654.0	68.97	68.06	73.49
13656.0	68.95	68.04	73.45
13658.0	68.93	68.02	73.39
13660.0	68.90	68.00	73.33
13662.0	68.88	67.98	73.26
13664.0	68.86	67.96	73.19
13666.0	68.83	67.95	73.13
13668.0	68.81	67.93	73.06
13670.0	68.78	67.91	73.00
13672.0	68.76	67.89	72.95
13674.0	68.73	67.87	72.90
13676.0	68.71	67.85	72.85
13678.0	68.68	67.83	72.81
13680.0	68.66	67.81	72.76
13682.0	68.67	67.78	73.91
13684.0	68.74	67.76	75.18
13686.0	68.85	67.75	76.48
13688.0	68.98	67.74	77.74
13690.0	69.12	67.74	78.91
13692.0	69.26	67.74	79.97
13694.0	69.40	67.76	80.92
13696.0	69.54	67.79	81.76
13698.0	69.67	67.83	82.49
13700.0	69.79	67.88	83.12
13702.0	69.91	67.93	83.66
13704.0	70.02	67.99	84.13
13706.0	70.13	68.06	84.54
13708.0	70.24	68.13	84.90
13710.0	70.34	68.20	85.22
13712.0	70.40	68.28	84.12
13714.0	70.40	68.36	82.88
13716.0	70.35	68.44	81.64
13718.0	70.28	68.51	80.49
13720.0	70.20	68.57	79.43
13722.0	70.12	68.63	78.50
13724.0	70.05	68.67	77.67
13726.0	69.98	68.70	76.95
13728.0	69.91	68.73	76.32
13730.0	69.86	68.74	75.78
13732.0	69.80	68.75	75.31
13734.0	69.75	68.75	74.91
13736.0	69.71	68.75	74.56
13738.0	69.66	68.74	74.27
13740.0	69.62	68.73	74.01
13742.0	69.58	68.71	73.65
13744.0	69.53	68.69	73.27
13746.0	69.47	68.67	72.88
13748.0	69.41	68.65	72.50
13750.0	69.35	68.62	72.14
13752.0	69.28	68.59	71.81
13754.0	69.22	68.56	71.50
13756.0	69.15	68.52	71.22
13758.0	69.09	68.49	70.96
13760.0	69.02	68.45	70.73
13762.0	68.96	68.40	70.51
13764.0	68.90	68.36	70.32
13766.0	68.83	68.31	70.14
13768.0	68.77	68.26	69.98
13770.0	68.71	68.22	69.82
13772.0	68.66	68.17	70.15
13774.0	68.64	68.11	70.59
13776.0	68.64	68.07	71.16
13778.0	68.66	68.02	71.81
13780.0	68.70	67.97	72.50
13782.0	68.74	67.93	73.19
13784.0	68.79	67.90	73.84
13786.0	68.84	67.87	74.44
13788.0	68.89	67.85	74.99
13790.0	68.94	67.84	75.47
13792.0	68.99	67.83	75.89
13794.0	69.03	67.82	76.26
13796.0	69.07	67.82	76.57
13798.0	69.11	67.83	76.84
13800.0	69.14	67.84	77.08
13802.0	69.16	67.85	76.75
13804.0	69.15	67.86	76.17
13806.0	69.11	67.87	75.51
13808.0	69.05	67.89	74.83
13810.0	68.98	67.89	74.18
13812.0	68.90	67.90	73.57
13814.0	68.82	67.89	73.01
13816.0	68.75	67.89	72.50
13818.0	68.68	67.87	72.05
13820.0	68.61	67.86	71.64
13822.0	68.54	67.83	71.28
13824.0	68.47	67.80	70.95
13826.0	68.41	67.77	70.66
13828.0	68.35	67.74	70.40
13830.0	68.29	67.70	70.17
13832.0	68.24	67.66	70.27
13834.0	68.21	67.62	70.47
13836.0	68.19	67.58	70.76
13838.0	68.18	67.54	71.13
13840.0	68.19	67.50	71.55
13842.0	68.21	67.46	71.99
13844.0	68.23	67.42	72.43
13846.0	68.25	67.39	72.85
13848.0	68.28	67.37	73.24
13850.0	68.30	67.34	73.59
13852.0	68.33	67.33	73.91
13854.0	68.35	67.31	74.18
13856.0	68.37	67.30	74.42
13858.0	68.39	67.29	74.63
13860.0	68.41	67.29	74.81
13862.0	68.42	67.29	74.71
13864.0	68.42	67.29	74.55
13866.0	68.40	67.29	74.35
13868.0	68.38	67.29	74.14
13870.0	68.35	67.29	73.94
13872.0	68.33	67.29	73.74
13874.0	68.30	67.28	73.56
13876.0	68.27	67.28	73.40
13878.0	68.24	67.27	73.25
13880.0	68.22	67.26	73.12
13882.0	68.20	67.25	73.01
13884.0	68.17	67.24	72.91
13886.0	68.15	67.23	72.82
13888.0	68.13	67.22	72.74
13890.0	68.11	67.20	72.67
13892.0	68.11	67.19	73.47
13894.0	68.16	67.17	74.42
13896.0	68.24	67.16	75.42
13898.0	68.34	67.15	76.41
13900.0	68.45	67.15	77.34
13902.0	68.56	67.16	78.19
13904.0	68.68	67.17	78.95
13906.0	68.78	67.19	79.62
13908.0	68.89	67.22	80.21
13910.0	68.99	67.26	80.72
13912.0	69.08	67.30	81.17
13914.0	69.17	67.35	81.56
13916.0	69.26	67.40	81.90
13918.0	69.34	67.46	82.19
13920.0	69.43	67.51	82.46
13922.0	69.49	67.58	82.17
13924.0	69.53	67.64	81.77
13926.0	69.55	67.70	81.35
13928.0	69.56	67.76	80.94
13930.0	69.57	67.82	80.56
13932.0	69.57	67.88	80.22
13934.0	69.57	67.93	79.93
13936.0	69.58	67.98	79.67
13938.0	69.59	68.02	79.46
13940.0	69.60	68.07	79.28
13942.0	69.61	68.10	79.13
13944.0	69.63	68.14	79.01
13946.0	69.65	68.17	78.91
13948.0	69.67	68.20	78.83
13950.0	69.68	68.23	78.76
13952.0	69.71	68.26	78.75
13954.0	69.73	68.29	78.73
13956.0	69.75	68.31	78.72
13958.0	69.77	68.34	78.70
13960.0	69.80	68.37	78.69
13962.0	69.82	68.39	78.68
13964.0	69.84	68.42	78.67
13966.0	69.86	68.44	78.67
13968.0	69.88	68.46	78.67
13970.0	69.91	68.49	78.68
13972.0	69.93	68.51	78.68
13974.0	69.95	68.53	78.69
13976.0	69.97	68.56	78.70
13978.0	69.99	68.58	78.72
13980.0	70.02	68.60	78.73
13982.0	70.02	68.63	78.00
13984.0	69.98	68.65	77.10
13986.0	69.91	68.67	76.18
13988.0	69.83	68.68	75.30
13990.0	69.73	68.69	74.48
13992.0	69.64	68.69	73.74
13994.0	69.54	68.69	73.07
13996.0	69.45	68.67	72.48
13998.0	69.36	68.65	71.96
14000.0	69.28	68.63	71.50
14002.0	69.20	68.59	71.10
14004.0	69.12	68.56	70.76
14006.0	69.05	68.52	70.48
14008.0	68.98	68.47	70.24
14010.0	68.92	68.43	70.03
14012.0	68.85	68.38	69.88
14014.0	68.79	68.33	69.75
14016.0	68.73	68.27	69.64
14018.0	68.67	68.22	69.54
14020.0	68.62	68.16	69.46
14022.0	68.56	68.11	69.39
14024.0	68.51	68.06	69.32
14026.0	68.45	68.00	69.27
14028.0	68.40	67.95	69.23
14030.0	68.34	67.89	69.19
14032.0	68.29	67.84	69.15
14034.0	68.24	67.78	69.12
14036.0	68.19	67.73	69.09
14038.0	68.13	67.67	69.07
14040.0	68.08	67.62	69.04
14042.0	68.07	67.56	70.35
14044.0	68.13	67.51	71.78
14046.0	68.23	67.47	73.32
14048.0	68.37	67.43	74.89
14050.0	68.51	67.40	76.41
14052.0	68.67	67.38	77.84
14054.0	68.83	67.38	79.07
14056.0	68.98	67.39	80.13
14058.0	69.13	67.41	81.04
14060.0	69.26	67.44	81.82
14062.0	69.38	67.49	82.49
14064.0	69.50	67.54	83.07
14066.0	69.61	67.60	83.56
14068.0	69.72	67.66	84.00
14070.0	69.83	67.73	84.37
14072.0	69.89	67.81	83.16
14074.0	69.87	67.88	81.68
14076.0	69.80	67.96	80.19
14078.0	69.70	68.02	78.77
14080.0	69.58	68.08	77.47
14082.0	69.47	68.13	76.30
14084.0	69.36	68.16	75.27
14086.0	69.25	68.19	74.36
14088.0	69.15	68.20	73.57
14090.0	69.06	68.20	72.88
14092.0	68.97	68.19	72.28
14094.0	68.89	68.17	71.75
14096.0	68.82	68.15	71.30
14098.0	68.74	68.12	70.91
14100.0	68.67	68.08	70.57
14102.0	68.62	68.05	70.59
14104.0	68.57	68.01	70.66
14106.0	68.54	67.96	70.78
14108.0	68.52	67.92	70.95
14110.0	68.51	67.88	71.18
14112.0	68.50	67.83	71.44
14114.0	68.50	67.79	71.73
14116.0	68.50	67.76	72.02
14118.0	68.50	67.72	72.30
14120.0	68.51	67.69	72.57
14122.0	68.51	67.66	72.82
14124.0	68.52	67.64	73.04
14126.0	68.52	67.61	73.24
14128.0	68.53	67.59	73.42
14130.0	68.53	67.57	73.57
14132.0	68.55	67.56	74.10
14134.0	68.58	67.54	74.68
14136.0	68.63	67.53	75.28
14138.0	68.68	67.53	75.86
14140.0	68.74	67.53	76.40
14142.0	68.81	67.53	76.89
14144.0	68.87	67.53	77.33
14146.0	68.93	67.55	77.72
14148.0	68.99	67.56	78.07
14150.0	69.04	67.58	78.36
14152.0	69.10	67.60	78.62
14154.0	69.15	67.63	78.85
14156.0	69.20	67.66	79.05
14158.0	69.24	67.69	79.22
14160.0	69.29	67.72	79.38
14162.0	69.33	67.76	79.09
14164.0	69.34	67.79	78.73
14166.0	69.34	67.83	78.36
14168.0	69.33	67.86	78.00
14170.0	69.31	67.89	77.66
14172.0	69.30	67.92	77.36
14174.0	69.28	67.95	77.09
14176.0	69.27	67.97	76.86
14178.0	69.26	67.99	76.66
14180.0	69.25	68.00	76.48
14182.0	69.24	68.02	76.33
14184.0	69.24	68.03	76.21
14186.0	69.23	68.04	76.10
14188.0	69.23	68.05	76.01
14190.0	69.22	68.05	75.93
14192.0	69.23	68.06	76.11
14194.0	69.24	68.06	76.28
14196.0	69.27	68.07	76.44
14198.0	69.29	68.07	76.58
14200.0	69.31	68.08	76.71
14202.0	69.34	68.09	76.83
14204.0	69.36	68.09	76.93
14206.0	69.38	68.10	77.02
14208.0	69.40	68.12	77.10
14210.0	69.42	68.13	77.17
14212.0	69.44	68.14	77.23
14214.0	69.46	68.15	77.29
14216.0	69.47	68.17	77.34
14218.0	69.49	68.18	77.38
14220.0	69.51	68.19	77.42
14222.0	69.53	68.21	77.80
14224.0	69.58	68.22	78.30
14226.0	69.64	68.24	78.85
14228.0	69.71	68.26	79.40
14230.0	69.80	68.28	79.93
14232.0	69.88	68.31	80.41
14234.0	69.96	68.34	80.85
14236.0	70.04	68.37	81.24
14238.0	70.12	68.41	81.59
14240.0	70.20	68.45	81.89
14242.0	70.27	68.50	82.16
14244.0	70.34	68.55	82.39
14246.0	70.41	68.60	82.60
14248.0	70.48	68.65	82.79
14250.0	70.55	68.70	82.96
14252.0	70.60	68.76	82.61
14254.0	70.63	68.82	82.21
14256.0	70.65	68.87	81.80
14258.0	70.65	68.93	81.42
14260.0	70.65	68.98	81.07
14262.0	70.65	69.03	80.76
14264.0	70.65	69.07	80.50
14266.0	70.66	69.11	80.27
14268.0	70.66	69.15	80.08
14270.0	70.67	69.18	79.92
14272.0	70.68	69.21	79.79
14274.0	70.69	69.24	79.68
14276.0	70.71	69.27	79.59
14278.0	70.72	69.30	79.52
14280.0	70.74	69.32	79.46
14282.0	70.75	69.34	79.21
14284.0	70.75	69.36	78.87
14286.0	70.73	69.38	78.50
14288.0	70.71	69.40	78.14
14290.0	70.69	69.42	77.79
14292.0	70.66	69.43	77.47
14294.0	70.63	69.44	77.18
14296.0	70.61	69.45	76.93
14298.0	70.58	69.45	76.70
14300.0	70.56	69.45	76.50
14302.0	70.53	69.45	76.32
14304.0	70.51	69.45	76.17
14306.0	70.49	69.44	76.04
14308.0	70.47	69.44	75.93
14310.0	70.45	69.43	75.83
14312.0	70.42	69.42	75.49
14314.0	70.38	69.41	75.09
14316.0	70.33	69.40	74.68
14318.0	70.28	69.38	74.28
14320.0	70.22	69.36	73.89
14322.0	70.15	69.34	73.54
14324.0	70.09	69.32	73.20
14326.0	70.03	69.29	72.90
14328.0	69.97	69.26	72.62
14330.0	69.91	69.23	72.37
14332.0	69.85	69.19	72.14
14334.0	69.79	69.16	71.93
14336.0	69.73	69.12	71.74
14338.0	69.67	69.07	71.57
14340.0	69.62	69.03	71.41
14342.0	69.57	68.99	71.68
14344.0	69.55	68.94	72.00
14346.0	69.54	68.90	72.36
14348.0	69.54	68.85	72.75
14350.0	69.55	68.81	73.15
14352.0	69.57	68.78	73.55
14354.0	69.58	68.74	73.93
